,product,price_original,price_value,in_cash,installment
132,"Smartphone Samsung Galaxy M23 128GB Verde 5G Octa-Core 6GB RAM 6,6” Câm. Tripla + Selfie 8MP","R$ 1.999,00","R$ 1.399,00",(10% de desconto),"ou 10x de R$ 155,44 sem juros"
133,"Smartphone Samsung Galaxy A03 Core 32GB Cobre Octa-Core 2GB RAM 6,5” Câm. 8MP + Selfie 5MP","R$ 999,00","R$ 749,00",(10% de desconto),"ou 6x de R$ 138,70 sem juros"
134,"Smartphone Samsung Galaxy A03 64GB Preto 4G Octa-Core 4GB RAM Tela 6,5” Câm. Dupla + Sefie 5MP","R$ 1.299,00","R$ 849,00",(10% de desconto),"ou 7x de R$ 134,76 sem juros"
135,"Smartphone Samsung Galaxy A04e 64GB Cobre 4G - Octa-Core 3GB RAM 6,5” Câm. Dupla + Selfie 5MP","R$ 1.999,90","R$ 1.599,92",Null,"ou 10x de R$ 159,99 sem juros"
136,"Apple iPhone 13 128GB Estelar Tela 6,1” 12MP - iOS","R$ 7.599,90","R$ 4.928,99",(7% de desconto),"ou 10x de R$ 530,00 sem juros"
137,"Smartphone Motorola Moto G41 128GB Champagne 4G - Octa-Core 4GB RAM 6,4” Câm. Tripla + Selfie 13MP",Null,"R$ 1.331,70",Null,"ou 10x de R$ 133,17 sem juros"
138,"Smartphone Samsung Galaxy M13 128GB Cobre 4G Octa-Core 4GB RAM 6,6” Câm. Tripla + Selfie 8MP",Null,"R$ 1.399,00",Null,"ou 10x de R$ 139,90 sem juros"
139,"Smartphone Samsung Galaxy A03 64GB Vermelho 4G Octa-Core 4GB RAM Tela 6,5” Câm. Dupla + Sefie 5MP","R$ 1.299,00","R$ 849,00",(10% de desconto),"ou 7x de R$ 134,76 sem juros"
140,"Smartphone Motorola Moto G32 128GB Rosé 4G Octa-Core 4GB RAM 6,5” Câm. Tripla + Selfie 16MP","R$ 1.599,00","R$ 1.169,10",(10% de desconto),"ou 10x de R$ 129,90 sem juros"
141,"iPhone 11 Apple 128GB Preto 6,1” 12MP iOS","R$ 6.345,90","R$ 3.533,07",(7% de desconto),"ou 10x de R$ 379,90 sem juros"
142,"Smartphone Samsung Galaxy A03 64GB Vermelho 4G Octa-Core 4GB RAM Tela 6,5","R$ 1.999,90","R$ 1.599,92",Null,"ou 10x de R$ 159,99 sem juros"
143,Smartphone Motorola E32 64GB 4GB RAM 4G Câmera Tripla + Selfie 8MP Tela 6.5'' Rose,"R$ 1.090,00","R$ 981,00",(10% de desconto),"ou 10x de R$ 109,00 sem juros"
144,"Smartphone Samsung Galaxy M23 128GB Azul 5G Octa-Core 6GB RAM 6,6” Câm. Tripla + Selfie 8MP","R$ 1.999,00","R$ 1.399,00",(10% de desconto),"ou 10x de R$ 155,44 sem juros"
145,"Smartphone Samsung Galaxy M13 128GB Azul 4G Octa-Core 4GB RAM 6,6” Câm. Tripla + Selfie 8MP","R$ 2.999,00","R$ 2.399,20",Null,"ou 10x de R$ 239,92 sem juros"
146,"Smartphone Samsung Galaxy M13 128GB Azul 4G - Octa-Core 4GB RAM 6,6” Câm. Tripla + Selfie 8MP","R$ 3.399,90","R$ 2.719,92",Null,"ou 10x de R$ 271,99 sem juros"
147,"Smartphone Samsung Galaxy A23 128GB Branco 4G - Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP","R$ 2.099,99","R$ 1.249,00",(10% de desconto),"ou 10x de R$ 138,78 sem juros"
148,"Smartphone Motorola Moto E32 64GB Azul 4G - Octa-Core 4GB RAM 6,5” Câm. Tripla + Selfie 8MP","R$ 1.799,99","R$ 1.439,99",Null,"ou 10x de R$ 144,00 sem juros"
149,"Smartphone Samsung Galaxy A23 128GB Branco 5G - Octa-Core 4GB RAM 6,6” Câm. Quádrupla + Selfie 8MP","R$ 3.750,00","R$ 2.987,00",Null,"ou 10x de R$ 298,70 sem juros"
150,"Smartphone Samsung Galaxy A23 128GB Azul 5G - Octa-Core 4GB RAM 6,6” Câm. Quádrupla + Selfie 8MP","R$ 3.975,00","R$ 2.997,00",Null,"ou 10x de R$ 299,70 sem juros"
151,"Smartphone Samsung Galaxy A03 Core 32GB Preto Octa-Core 2GB RAM 6,5” Câm. 8MP + Selfie 5MP","R$ 999,00","R$ 749,00",(10% de desconto),"ou 6x de R$ 138,70 sem juros"
152,"Smartphone Motorola Moto G22 128GB Azul 4G - Octa-Core 4GB RAM 6,5” Câm Quádrupla + Selfie 16MP",Null,"R$ 1.815,00",Null,"ou 10x de R$ 181,50 sem juros"
153,"Smartphone Samsung Galaxy M13 128GB Cobre 4G Octa-Core 4GB RAM 6,6” Câm. Tripla + Selfie 8MP","R$ 1.699,00","R$ 1.079,10",(10% de desconto),"ou 9x de R$ 133,22 sem juros"
154,Smartphone Motorola Moto G22 128GB 4GB RAM Câmera Quádrupla + Selfie 16MP Tela 6.5 Preto,"R$ 1.696,00","R$ 1.436,40",(10% de desconto),"ou 10x de R$ 159,60 sem juros"
155,"Smartphone Samsung Galaxy S20 FE 128GB Cloud White - 4G 6GB RAM Tela 6,5” Câm. Tripla + Selfie 32MP","R$ 4.399,00","R$ 3.797,00",Null,"ou 10x de R$ 379,70 sem juros"
156,"Smartphone Samsung Galaxy A23 128GB Preto 4G - Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP",Null,"R$ 1.549,00",Null,"ou 10x de R$ 154,90 sem juros"
157,"Smartphone Samsung Galaxy A23 128GB Preto 4G - Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP",Null,"R$ 2.099,00",Null,"ou 10x de R$ 209,90 sem juros"
158,Smartphone Motorola E32 64GB 4GB RAM 4G Câmera Tripla + Selfie 8MP Tela 6.5'' Azul,"R$ 1.129,00","R$ 1.016,10",(10% de desconto),"ou 10x de R$ 112,90 sem juros"
159,"Smartphone Motorola Moto E22 64GB Azul 4G 4GB RAM 6,5” Câm. Dupla + Selfie 5MP Dual Chip","R$ 1.399,00","R$ 989,10",(10% de desconto),"ou 9x de R$ 122,11 sem juros"
160,"Smartphone Samsung Galaxy A23 128GB Azul 5G - Octa-Core 4GB RAM 6,6” Câm. Quádrupla + Selfie 8MP","R$ 4.399,90","R$ 3.519,92",Null,"ou 10x de R$ 351,99 sem juros"
161,"Smartphone Samsung Galaxy A03 Core 32GB Preto Octa-Core 2GB RAM 6,5” Câm. 8MP + Selfie 5MP","R$ 1.999,90","R$ 1.599,92",Null,"ou 10x de R$ 159,99 sem juros"
162,"Smartphone Samsung Galaxy A23 128GB Preto 5G - Octa-Core 4GB RAM 6,6” Câm. Quádrupla + Selfie 8MP",Null,"R$ 3.970,00",Null,"ou 10x de R$ 397,00 sem juros"
163,"Smartphone Motorola Moto G52 128GB Branco 4G Octa-Core 4GB RAM 6,6” Câm. Tripla + Selfie 16MP","R$ 2.199,00","R$ 1.439,10",(10% de desconto),"ou 10x de R$ 159,90 sem juros"
164,"Smartphone Motorola Moto G22 128GB Preto 4G - Octa-Core 4GB RAM 6,5” Câm Quádrupla + Selfie 16MP","R$ 1.799,00","R$ 1.169,10",(10% de desconto),"ou 10x de R$ 129,90 sem juros"
165,"Smartphone Samsung Galaxy A03 64GB Preto 4G - Octa-Core 4GB RAM Tela 6,5” Câm. Dupla + Sefie 5MP",Null,"R$ 989,90",Null,"ou 10x de R$ 98,99 sem juros"
166,"Smartphone Motorola Moto G31 128GB Grafite 4G Octa-Core 4GB RAM 6,4” Câm. Tripla + Selfie 13MP",Null,"R$ 1.399,99",Null,"ou 10x de R$ 140,00 sem juros"
167,"Smartphone Samsung Galaxy A13 128GB Branco 4G - Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP",Null,"R$ 1.449,00",Null,"ou 10x de R$ 144,90 sem juros"
168,"Smartphone Samsung Galaxy S22 Ultra 256GB Vinho 5G - 12GB RAM 6,8” Câm. Quádrupla Snapdragon","R$ 10.499,00","R$ 7.776,00",Null,"ou 10x de R$ 777,60 sem juros"
169,"Smartphone Samsung Galaxy A23 128GB Branco 4G - Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP",Null,"R$ 1.549,00",Null,"ou 10x de R$ 154,90 sem juros"
170,"Smartphone Motorola Moto G31 128GB Grafite 4G Octa-Core 4GB RAM 6,4” Câm. Tripla + Selfie 13MP","R$ 2.599,90","R$ 2.079,92",Null,"ou 10x de R$ 207,99 sem juros"
171,"iPhone 11 Apple 64GB (PRODUCT)RED 6,1” 12MP iOS","R$ 4.399,00","R$ 2.882,07",(7% de desconto),"ou 10x de R$ 309,90 sem juros"
172,"iPhone 11 Apple 64GB Preto 6,1” 12MP iOS","R$ 4.739,90","R$ 3.068,07",(7% de desconto),"ou 10x de R$ 329,90 sem juros"
173,"Smartphone Samsung Galaxy A13 128GB Preto 4G Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP - Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP","R$ 1.799,00","R$ 999,00",(10% de desconto),"ou 9x de R$ 123,33 sem juros"
174,"iPhone 11 Apple 64GB Branco 6,1” 12MP iOS","R$ 4.761,90","R$ 3.068,07",(7% de desconto),"ou 10x de R$ 329,90 sem juros"
175,Smartphone Samsung Galaxy M53 128GB Azul 5G,"R$ 3.499,00","R$ 1.999,00",(10% de desconto),"ou 10x de R$ 222,11 sem juros"
176,"Smartphone Motorola Moto G31 128GB Grafite 4G Octa-Core 4GB RAM 6,4” Câm. Tripla + Selfie 13MP","R$ 1.999,00","R$ 1.439,99",(10% de desconto),"ou 10x de R$ 160,00 sem juros"
177,"Apple iPhone 13 128GB Meia-noite Tela 6,1” 12MP - iOS","R$ 7.599,90","R$ 4.928,07",(7% de desconto),"ou 10x de R$ 529,90 sem juros"
178,Smartphone Samsung Galaxy S20 FE 5G 128GB Violeta,"R$ 3.999,00","R$ 2.249,10",(10% de desconto),"ou 10x de R$ 249,90 sem juros"
179,"Smartphone Samsung Galaxy A13 128GB Branco 4G Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP - Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP","R$ 1.799,00","R$ 999,00",(10% de desconto),"ou 9x de R$ 123,33 sem juros"
180,"Smartphone Samsung Galaxy A13 128GB Azul 4G Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP - Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP","R$ 1.799,00","R$ 999,00",(10% de desconto),"ou 9x de R$ 123,33 sem juros"
181,"iPhone 11 Apple 128GB Branco 6,1” 12MP iOS","R$ 5.828,90","R$ 3.533,07",(7% de desconto),"ou 10x de R$ 379,90 sem juros"
182,Smartphone Samsung Galaxy S20 FE 5G 128GB Azul,"R$ 3.999,00","R$ 2.249,10",(10% de desconto),"ou 10x de R$ 249,90 sem juros"
183,"Smartphone Samsung Galaxy A13 128GB - Preto, 4G, Câmera 50MP + Selfie 8MP, Processador Octa-core, RAM 4GB, Tela 6.6""","R$ 1.580,87","R$ 1.371,93",(10% de desconto),"ou 10x de R$ 152,44 sem juros"
184,Smartphone Samsung Galaxy M53 128GB Marrom 5G,"R$ 3.499,00","R$ 1.999,00",(10% de desconto),"ou 10x de R$ 222,11 sem juros"
185,"Smartphone Samsung Galaxy A12 64 GB - Branco, 4G, Câmera Quadrupla 48MP + Selfie 8MP, Processador Octa-core, RAM 4GB, Tela 6.5""","R$ 1.422,67","R$ 1.280,40",(10% de desconto),"ou 10x de R$ 142,27 sem juros"
186,"Smartphone Samsung Galaxy A03 64GB Preto 4G Octa-Core 4GB RAM Tela 6,5” Câm. Dupla + Sefie 5MP","R$ 2.599,90","R$ 2.079,92",Null,"ou 10x de R$ 207,99 sem juros"
187,"Smartphone Samsung Galaxy M23 128GB Azul 5G Octa-Core 6GB RAM 6,6” Câm. Tripla + Selfie 8MP - Octa-C",Null,"R$ 1.900,00",Null,"ou 10x de R$ 190,00 sem juros"
188,Carregador tomada USB-C de 20w Apple - iPhone/iPad Branco,"R$ 280,00","R$ 158,01",(7% de desconto),Null
189,"Smartphone Samsung Galaxy M23 128GB Verde 5G Octa-Core 6GB RAM 6,6” Câm. Tripla + Selfie 8MP","R$ 1.999,00","R$ 1.399,00",(10% de desconto),"ou 10x de R$ 155,44 sem juros"
190,"Smartphone Samsung Galaxy A03 Core 32GB Cobre Octa-Core 2GB RAM 6,5” Câm. 8MP + Selfie 5MP","R$ 999,00","R$ 749,00",(10% de desconto),"ou 6x de R$ 138,70 sem juros"
191,"Smartphone Samsung Galaxy A03 64GB Preto 4G Octa-Core 4GB RAM Tela 6,5” Câm. Dupla + Sefie 5MP","R$ 1.299,00","R$ 849,00",(10% de desconto),"ou 7x de R$ 134,76 sem juros"
192,"Smartphone Samsung Galaxy A04e 64GB Cobre 4G - Octa-Core 3GB RAM 6,5” Câm. Dupla + Selfie 5MP","R$ 1.999,90","R$ 1.599,92",Null,"ou 10x de R$ 159,99 sem juros"
193,"Apple iPhone 13 128GB Estelar Tela 6,1” 12MP - iOS","R$ 7.599,90","R$ 4.928,99",(7% de desconto),"ou 10x de R$ 530,00 sem juros"
194,"Smartphone Motorola Moto G41 128GB Champagne 4G - Octa-Core 4GB RAM 6,4” Câm. Tripla + Selfie 13MP",Null,"R$ 1.331,70",Null,"ou 10x de R$ 133,17 sem juros"
195,"Smartphone Samsung Galaxy M13 128GB Cobre 4G Octa-Core 4GB RAM 6,6” Câm. Tripla + Selfie 8MP",Null,"R$ 1.399,00",Null,"ou 10x de R$ 139,90 sem juros"
196,"Smartphone Samsung Galaxy A03 64GB Vermelho 4G Octa-Core 4GB RAM Tela 6,5” Câm. Dupla + Sefie 5MP","R$ 1.299,00","R$ 849,00",(10% de desconto),"ou 7x de R$ 134,76 sem juros"
197,"Smartphone Motorola Moto G32 128GB Rosé 4G Octa-Core 4GB RAM 6,5” Câm. Tripla + Selfie 16MP","R$ 1.599,00","R$ 1.169,10",(10% de desconto),"ou 10x de R$ 129,90 sem juros"
198,"iPhone 11 Apple 128GB Preto 6,1” 12MP iOS","R$ 6.345,90","R$ 3.533,07",(7% de desconto),"ou 10x de R$ 379,90 sem juros"
199,"Smartphone Samsung Galaxy A03 64GB Vermelho 4G Octa-Core 4GB RAM Tela 6,5","R$ 1.999,90","R$ 1.599,92",Null,"ou 10x de R$ 159,99 sem juros"
200,Smartphone Motorola E32 64GB 4GB RAM 4G Câmera Tripla + Selfie 8MP Tela 6.5'' Rose,"R$ 1.090,00","R$ 981,00",(10% de desconto),"ou 10x de R$ 109,00 sem juros"
201,"Smartphone Samsung Galaxy M23 128GB Azul 5G Octa-Core 6GB RAM 6,6” Câm. Tripla + Selfie 8MP","R$ 1.999,00","R$ 1.399,00",(10% de desconto),"ou 10x de R$ 155,44 sem juros"
202,"Smartphone Samsung Galaxy M13 128GB Azul 4G Octa-Core 4GB RAM 6,6” Câm. Tripla + Selfie 8MP","R$ 2.999,00","R$ 2.399,20",Null,"ou 10x de R$ 239,92 sem juros"
203,"Smartphone Samsung Galaxy M13 128GB Azul 4G - Octa-Core 4GB RAM 6,6” Câm. Tripla + Selfie 8MP","R$ 3.399,90","R$ 2.719,92",Null,"ou 10x de R$ 271,99 sem juros"
204,"Smartphone Samsung Galaxy A23 128GB Branco 4G - Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP","R$ 2.099,99","R$ 1.249,00",(10% de desconto),"ou 10x de R$ 138,78 sem juros"
205,"Smartphone Motorola Moto E32 64GB Azul 4G - Octa-Core 4GB RAM 6,5” Câm. Tripla + Selfie 8MP","R$ 1.799,99","R$ 1.439,99",Null,"ou 10x de R$ 144,00 sem juros"
206,"Smartphone Samsung Galaxy A23 128GB Branco 5G - Octa-Core 4GB RAM 6,6” Câm. Quádrupla + Selfie 8MP","R$ 3.750,00","R$ 2.987,00",Null,"ou 10x de R$ 298,70 sem juros"
207,"Smartphone Samsung Galaxy A23 128GB Azul 5G - Octa-Core 4GB RAM 6,6” Câm. Quádrupla + Selfie 8MP","R$ 3.975,00","R$ 2.997,00",Null,"ou 10x de R$ 299,70 sem juros"
208,"Smartphone Samsung Galaxy A03 Core 32GB Preto Octa-Core 2GB RAM 6,5” Câm. 8MP + Selfie 5MP","R$ 999,00","R$ 749,00",(10% de desconto),"ou 6x de R$ 138,70 sem juros"
209,"Smartphone Motorola Moto G22 128GB Azul 4G - Octa-Core 4GB RAM 6,5” Câm Quádrupla + Selfie 16MP",Null,"R$ 1.815,00",Null,"ou 10x de R$ 181,50 sem juros"
210,"Smartphone Samsung Galaxy M13 128GB Cobre 4G Octa-Core 4GB RAM 6,6” Câm. Tripla + Selfie 8MP","R$ 1.699,00","R$ 1.079,10",(10% de desconto),"ou 9x de R$ 133,22 sem juros"
211,Smartphone Motorola Moto G22 128GB 4GB RAM Câmera Quádrupla + Selfie 16MP Tela 6.5 Preto,"R$ 1.696,00","R$ 1.436,40",(10% de desconto),"ou 10x de R$ 159,60 sem juros"
212,"Smartphone Samsung Galaxy S20 FE 128GB Cloud White - 4G 6GB RAM Tela 6,5” Câm. Tripla + Selfie 32MP","R$ 4.399,00","R$ 3.797,00",Null,"ou 10x de R$ 379,70 sem juros"
213,"Smartphone Samsung Galaxy A23 128GB Preto 4G - Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP",Null,"R$ 1.549,00",Null,"ou 10x de R$ 154,90 sem juros"
214,"Smartphone Samsung Galaxy A23 128GB Preto 4G - Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP",Null,"R$ 2.099,00",Null,"ou 10x de R$ 209,90 sem juros"
215,Smartphone Motorola E32 64GB 4GB RAM 4G Câmera Tripla + Selfie 8MP Tela 6.5'' Azul,"R$ 1.129,00","R$ 1.016,10",(10% de desconto),"ou 10x de R$ 112,90 sem juros"
216,"Smartphone Motorola Moto E22 64GB Azul 4G 4GB RAM 6,5” Câm. Dupla + Selfie 5MP Dual Chip","R$ 1.399,00","R$ 989,10",(10% de desconto),"ou 9x de R$ 122,11 sem juros"
217,"Smartphone Samsung Galaxy A23 128GB Azul 5G - Octa-Core 4GB RAM 6,6” Câm. Quádrupla + Selfie 8MP","R$ 4.399,90","R$ 3.519,92",Null,"ou 10x de R$ 351,99 sem juros"
218,"Smartphone Samsung Galaxy A03 Core 32GB Preto Octa-Core 2GB RAM 6,5” Câm. 8MP + Selfie 5MP","R$ 1.999,90","R$ 1.599,92",Null,"ou 10x de R$ 159,99 sem juros"
219,"Smartphone Samsung Galaxy A23 128GB Preto 5G - Octa-Core 4GB RAM 6,6” Câm. Quádrupla + Selfie 8MP",Null,"R$ 3.970,00",Null,"ou 10x de R$ 397,00 sem juros"
220,"Smartphone Motorola Moto G52 128GB Branco 4G Octa-Core 4GB RAM 6,6” Câm. Tripla + Selfie 16MP","R$ 2.199,00","R$ 1.439,10",(10% de desconto),"ou 10x de R$ 159,90 sem juros"
221,"Smartphone Motorola Moto G22 128GB Preto 4G - Octa-Core 4GB RAM 6,5” Câm Quádrupla + Selfie 16MP","R$ 1.799,00","R$ 1.169,10",(10% de desconto),"ou 10x de R$ 129,90 sem juros"
222,"Smartphone Samsung Galaxy A03 64GB Preto 4G - Octa-Core 4GB RAM Tela 6,5” Câm. Dupla + Sefie 5MP",Null,"R$ 989,90",Null,"ou 10x de R$ 98,99 sem juros"
223,"Smartphone Motorola Moto G31 128GB Grafite 4G Octa-Core 4GB RAM 6,4” Câm. Tripla + Selfie 13MP",Null,"R$ 1.399,99",Null,"ou 10x de R$ 140,00 sem juros"
224,"Smartphone Samsung Galaxy A13 128GB Branco 4G - Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP",Null,"R$ 1.449,00",Null,"ou 10x de R$ 144,90 sem juros"
225,"Smartphone Samsung Galaxy S22 Ultra 256GB Vinho 5G - 12GB RAM 6,8” Câm. Quádrupla Snapdragon","R$ 10.499,00","R$ 7.776,00",Null,"ou 10x de R$ 777,60 sem juros"
226,"Smartphone Samsung Galaxy A23 128GB Branco 4G - Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP",Null,"R$ 1.549,00",Null,"ou 10x de R$ 154,90 sem juros"
227,"Smartphone Motorola Moto G31 128GB Grafite 4G Octa-Core 4GB RAM 6,4” Câm. Tripla + Selfie 13MP","R$ 2.599,90","R$ 2.079,92",Null,"ou 10x de R$ 207,99 sem juros"
228,"iPhone 11 Apple 64GB (PRODUCT)RED 6,1” 12MP iOS","R$ 4.399,00","R$ 2.882,07",(7% de desconto),"ou 10x de R$ 309,90 sem juros"
229,"iPhone 11 Apple 64GB Preto 6,1” 12MP iOS","R$ 4.739,90","R$ 3.068,07",(7% de desconto),"ou 10x de R$ 329,90 sem juros"
230,"Smartphone Samsung Galaxy A13 128GB Preto 4G Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP - Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP","R$ 1.799,00","R$ 999,00",(10% de desconto),"ou 9x de R$ 123,33 sem juros"
231,"iPhone 11 Apple 64GB Branco 6,1” 12MP iOS","R$ 4.761,90","R$ 3.068,07",(7% de desconto),"ou 10x de R$ 329,90 sem juros"
232,Smartphone Samsung Galaxy M53 128GB Azul 5G,"R$ 3.499,00","R$ 1.999,00",(10% de desconto),"ou 10x de R$ 222,11 sem juros"
233,"Smartphone Motorola Moto G31 128GB Grafite 4G Octa-Core 4GB RAM 6,4” Câm. Tripla + Selfie 13MP","R$ 1.999,00","R$ 1.439,99",(10% de desconto),"ou 10x de R$ 160,00 sem juros"
234,"Apple iPhone 13 128GB Meia-noite Tela 6,1” 12MP - iOS","R$ 7.599,90","R$ 4.928,07",(7% de desconto),"ou 10x de R$ 529,90 sem juros"
235,Smartphone Samsung Galaxy S20 FE 5G 128GB Violeta,"R$ 3.999,00","R$ 2.249,10",(10% de desconto),"ou 10x de R$ 249,90 sem juros"
236,"Smartphone Samsung Galaxy A13 128GB Branco 4G Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP - Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP","R$ 1.799,00","R$ 999,00",(10% de desconto),"ou 9x de R$ 123,33 sem juros"
237,"Smartphone Samsung Galaxy A13 128GB Azul 4G Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP - Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP","R$ 1.799,00","R$ 999,00",(10% de desconto),"ou 9x de R$ 123,33 sem juros"
238,"iPhone 11 Apple 128GB Branco 6,1” 12MP iOS","R$ 5.828,90","R$ 3.533,07",(7% de desconto),"ou 10x de R$ 379,90 sem juros"
239,Smartphone Samsung Galaxy S20 FE 5G 128GB Azul,"R$ 3.999,00","R$ 2.249,10",(10% de desconto),"ou 10x de R$ 249,90 sem juros"
240,"Smartphone Samsung Galaxy A13 128GB - Preto, 4G, Câmera 50MP + Selfie 8MP, Processador Octa-core, RAM 4GB, Tela 6.6""","R$ 1.580,87","R$ 1.371,93",(10% de desconto),"ou 10x de R$ 152,44 sem juros"
241,Smartphone Samsung Galaxy M53 128GB Marrom 5G,"R$ 3.499,00","R$ 1.999,00",(10% de desconto),"ou 10x de R$ 222,11 sem juros"
242,"Smartphone Samsung Galaxy A12 64 GB - Branco, 4G, Câmera Quadrupla 48MP + Selfie 8MP, Processador Octa-core, RAM 4GB, Tela 6.5""","R$ 1.422,67","R$ 1.280,40",(10% de desconto),"ou 10x de R$ 142,27 sem juros"
243,"Smartphone Samsung Galaxy A03 64GB Preto 4G Octa-Core 4GB RAM Tela 6,5” Câm. Dupla + Sefie 5MP","R$ 2.599,90","R$ 2.079,92",Null,"ou 10x de R$ 207,99 sem juros"
244,"Smartphone Samsung Galaxy M23 128GB Azul 5G Octa-Core 6GB RAM 6,6” Câm. Tripla + Selfie 8MP - Octa-C",Null,"R$ 1.900,00",Null,"ou 10x de R$ 190,00 sem juros"
245,Carregador tomada USB-C de 20w Apple - iPhone/iPad Branco,"R$ 280,00","R$ 158,01",(7% de desconto),Null
246,"Smartphone Samsung Galaxy M23 128GB Verde 5G Octa-Core 6GB RAM 6,6” Câm. Tripla + Selfie 8MP","R$ 1.999,00","R$ 1.399,00",(10% de desconto),"ou 10x de R$ 155,44 sem juros"
247,"Smartphone Samsung Galaxy A03 Core 32GB Cobre Octa-Core 2GB RAM 6,5” Câm. 8MP + Selfie 5MP","R$ 999,00","R$ 749,00",(10% de desconto),"ou 6x de R$ 138,70 sem juros"
248,"Smartphone Samsung Galaxy A03 64GB Preto 4G Octa-Core 4GB RAM Tela 6,5” Câm. Dupla + Sefie 5MP","R$ 1.299,00","R$ 849,00",(10% de desconto),"ou 7x de R$ 134,76 sem juros"
249,"Smartphone Samsung Galaxy A04e 64GB Cobre 4G - Octa-Core 3GB RAM 6,5” Câm. Dupla + Selfie 5MP","R$ 1.999,90","R$ 1.599,92",Null,"ou 10x de R$ 159,99 sem juros"
250,"Apple iPhone 13 128GB Estelar Tela 6,1” 12MP - iOS","R$ 7.599,90","R$ 4.928,99",(7% de desconto),"ou 10x de R$ 530,00 sem juros"
251,"Smartphone Motorola Moto G41 128GB Champagne 4G - Octa-Core 4GB RAM 6,4” Câm. Tripla + Selfie 13MP",Null,"R$ 1.331,70",Null,"ou 10x de R$ 133,17 sem juros"
252,"Smartphone Samsung Galaxy M13 128GB Cobre 4G Octa-Core 4GB RAM 6,6” Câm. Tripla + Selfie 8MP",Null,"R$ 1.399,00",Null,"ou 10x de R$ 139,90 sem juros"
253,"Smartphone Samsung Galaxy A03 64GB Vermelho 4G Octa-Core 4GB RAM Tela 6,5” Câm. Dupla + Sefie 5MP","R$ 1.299,00","R$ 849,00",(10% de desconto),"ou 7x de R$ 134,76 sem juros"
254,"Smartphone Motorola Moto G32 128GB Rosé 4G Octa-Core 4GB RAM 6,5” Câm. Tripla + Selfie 16MP","R$ 1.599,00","R$ 1.169,10",(10% de desconto),"ou 10x de R$ 129,90 sem juros"
255,"iPhone 11 Apple 128GB Preto 6,1” 12MP iOS","R$ 6.345,90","R$ 3.533,07",(7% de desconto),"ou 10x de R$ 379,90 sem juros"
256,"Smartphone Samsung Galaxy A03 64GB Vermelho 4G Octa-Core 4GB RAM Tela 6,5","R$ 1.999,90","R$ 1.599,92",Null,"ou 10x de R$ 159,99 sem juros"
257,Smartphone Motorola E32 64GB 4GB RAM 4G Câmera Tripla + Selfie 8MP Tela 6.5'' Rose,"R$ 1.090,00","R$ 981,00",(10% de desconto),"ou 10x de R$ 109,00 sem juros"
258,"Smartphone Samsung Galaxy M23 128GB Azul 5G Octa-Core 6GB RAM 6,6” Câm. Tripla + Selfie 8MP","R$ 1.999,00","R$ 1.399,00",(10% de desconto),"ou 10x de R$ 155,44 sem juros"
259,"Smartphone Samsung Galaxy M13 128GB Azul 4G Octa-Core 4GB RAM 6,6” Câm. Tripla + Selfie 8MP","R$ 2.999,00","R$ 2.399,20",Null,"ou 10x de R$ 239,92 sem juros"
260,"Smartphone Samsung Galaxy M13 128GB Azul 4G - Octa-Core 4GB RAM 6,6” Câm. Tripla + Selfie 8MP","R$ 3.399,90","R$ 2.719,92",Null,"ou 10x de R$ 271,99 sem juros"
261,"Smartphone Samsung Galaxy A23 128GB Branco 4G - Octa-Core 4GB RAM 6,6” Câm Quádrupla + Selfie 8MP","R$ 2.099,99","R$ 1.249,00",(10% de desconto),"ou 10x de R$ 138,78 sem juros"
262,"Smartphone Motorola Moto E32 64GB Azul 4G - Octa-Core 4GB RAM 6,5” Câm. Tripla + Selfie 8MP","R$ 1.799,99","R$ 1.439,99",Null,"ou 10x de R$ 144,00 sem juros"
